Date,Close,High,Low,Open,Volume,returns,log_returns,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,ATR,Volume_SMA,Volume_Ratio,Price_Position,Volatility
2000-02-01,14.037589073181152,14.097965800377631,13.599857801006687,13.871553073390837,8114600,0.011969298019763208,0.011898232479934474,14.251926612854003,15.06550350189209,14.764373970031738,14.681953362437266,14.766132061725182,-0.0841786992879161,0.08131059590968856,-0.16548929519760466,43.62008324271626,14.764373970031738,16.45719790849568,13.071550031567794,0.22931198327812388,0.5520154500905575,11080640.0,0.7323223207323765,0.8787878611453609,0.03215582682246397
2000-02-02,13.61495304107666,13.977213432413512,13.539482126214816,13.977213432413512,7164000,-0.030107451493357917,-0.03056998835610323,13.9289119720459,14.851165962219238,14.763619327545166,14.51353086723768,14.661639042793343,-0.14810817555566302,0.03508576254827108,-0.1831939381039341,38.4180800035696,14.763619327545166,16.458584509763117,13.068654145327216,0.22961377486285844,0.5638750959300357,11073440.0,0.6469534309121646,0.17241378916464425,0.0329501239443407
2000-02-03,13.343250274658203,13.705510463110462,13.29796775110167,13.614945415997397,9464400,-0.019956202977617576,-0.02015801747695951,13.723630714416505,14.594564056396484,14.743241596221925,14.329541979267228,14.543933575378835,-0.21439159611160719,-0.015105988990181701,-0.19928560712142548,38.0951512909774,14.743241596221925,16.498213975538263,12.988269216905584,0.23807144010528397,0.5746569775453807,11073790.0,0.8546667401133667,0.11111110838474633,0.03319253584614703
2000-02-04,13.584762573242188,13.947022908528645,13.297973141140407,13.343255683051215,11501800,0.018099960175570473,0.017938106014589946,13.690422248840331,14.337963104248047,14.734185409545898,14.212842895586613,14.459581624812008,-0.2467387292253953,-0.06165234599343627,-0.18508638323195903,39.45208585771161,14.734185409545898,16.512112543348714,12.956258275743082,0.24133361762245004,0.5972986036758673,11292420.0,1.0185416412071107,0.4418604583084753,0.033465229631834445
2000-02-07,13.735700607299805,13.916830725198263,13.418722900977501,13.584758842384423,7742800,0.011110833424127664,0.011049561551069127,13.6632511138916,14.144756889343261,14.687393283843994,14.138291699570823,14.396792467497713,-0.2585007679268898,-0.10117132887628943,-0.15732943905060037,29.166603383742995,14.687393283843994,16.520660486682964,12.854126081005024,0.2496381988838752,0.5649537113027898,11105860.0,0.6971814879712152,0.6363636235880171,0.029832574657559265
2000-02-08,13.811173439025879,13.977209403866627,13.705514188672677,13.735702545916448,8261200,0.005494647407061626,0.005479606901693313,13.617967987060547,13.934947299957276,14.66777057647705,14.087303362729239,14.346631417811448,-0.259328055082209,-0.13289856380118756,-0.12642949128102146,29.392874315245606,14.66777057647705,16.530996809557227,12.804544343396875,0.25405718249619513,0.563875547943744,11082730.0,0.7454120058866363,0.38888887457546223,0.02907988849700943
2000-02-09,13.765886306762695,13.947016389746414,13.705509612434788,13.811168827508626,7948600,-0.003279021327414311,-0.0032844090988159488,13.648154640197754,13.788533306121826,14.621732664108276,14.03730493219679,14.29745731152695,-0.2601523793301599,-0.15841101222221754,-0.10174136710794235,26.797269562560132,14.621732664108276,16.527999680291924,12.715465647924628,0.2607443399458301,0.5671100045687737,11010260.0,0.7219266393345843,0.2499999896483259,0.027888499142614414
2000-02-10,13.690423011779785,13.856459013025184,13.584763738259985,13.765893921436785,8031000,-0.005481906017619664,-0.005496986803966447,13.717589187622071,13.720609951019288,14.563620281219482,13.983437401379014,14.246596321217417,-0.26315891983840345,-0.17940119466307258,-0.08375772517533087,22.37286828761586,14.563620281219482,16.51067044011497,12.616570122323992,0.2673854606613588,0.5671100076591399,10992320.0,0.7306010014264505,0.3888888745754701,0.027691633318050357
2000-02-11,13.418725967407227,13.509291047052269,13.25268998805798,13.509291047052269,7688600,-0.019845774242240655,-0.020045346477182535,13.684381866455078,13.687402057647706,14.503243446350098,13.895869470873615,14.177899535747192,-0.2820300648735774,-0.19995878002771594,-0.08207128484586146,23.487497914557792,14.503243446350098,16.51589930909589,12.490587583604308,0.27754562214871986,0.5412347095241706,11071450.0,0.6944528494460979,0.6470587983128855,0.027811462075943157
2000-02-14,13.07155990600586,13.343255146546397,12.99608900585571,13.343255146546397,7134000,-0.025871760273262878,-0.026212321042613434,13.551553726196289,13.607402420043945,14.419470882415771,13.768202340381118,14.086905730409647,-0.31870339002852965,-0.22373713820954041,-0.09496625181898924,17.361071805435813,14.419470882415771,16.52665960095635,12.312282163875194,0.29226990861505864,0.5164371100052039,11052490.0,0.6454654109616927,0.21739129808594487,0.028070153253789518
2000-02-15,13.448918342590332,13.464012527037683,12.860245149143617,13.07156373140654,7850800,0.028868661376144633,0.028459811558994914,13.47910270690918,13.548535346984863,14.307019424438476,13.718803339275683,14.034858197021238,-0.31605485774555575,-0.24221898565190259,-0.07383587209365317,27.98513629191409,14.307019424438476,16.366438022065772,12.24760082681118,0.2878892572284495,0.505655209786533,10527490.0,0.745742812389278,0.9749999838513975,0.024258570950541677
2000-02-16,12.935712814331055,13.388538233735876,12.860241911096917,13.388538233735876,6869200,-0.03815961367198184,-0.03890676066038423,13.313068008422851,13.480611324310303,14.16588864326477,13.597750638262621,13.945857125196433,-0.34810648693381196,-0.26341327775647677,-0.0846932091773352,30.612296474752,14.16588864326477,16.19315278776325,12.13862449876629,0.2862177157466716,0.4679199054387695,10230280.0,0.6714576727127703,0.14285714015303375,0.02503789958916977
2000-02-17,12.633830070495605,12.935713704199205,12.362134800162368,12.935713704199205,11661000,-0.023337155684300837,-0.023613779316724776,13.101749420166016,13.409669303894043,14.002116680145264,13.448854391460731,13.840346299774595,-0.3914919083138635,-0.28904525006049225,-0.10244665825337124,33.482110495813245,14.002116680145264,15.964550813311485,12.039682546979042,0.28030535353971386,0.46360726436384325,10236340.0,1.1391766979213274,0.4736842022679173,0.024797221576280344
2000-02-18,12.407422065734863,12.633834877153381,12.25648019145585,12.633834877153381,11443400,-0.017920773312400606,-0.018083294974096862,12.899488639831542,13.291935253143311,13.814949178695679,13.288085150025408,13.725839585956706,-0.43775443593129815,-0.3188021757885575,-0.11895226014274063,29.004391521540782,13.814949178695679,15.622456858170823,12.007441499220535,0.2616741699292733,0.45282570725864424,10239220.0,1.1176046612925594,0.3999999893998953,0.02403945111628858
2000-02-22,12.497979164123535,12.709297652405818,12.196095609434561,12.407414097716844,10543000,0.007298623187709463,0.007272117131164846,12.784772491455078,13.168163108825684,13.656459999084472,13.16617821075794,13.628289185384356,-0.46211097462641604,-0.3474755668653801,-0.11463540776103592,27.433593682293008,13.656459999084472,15.33089718771276,11.982022810456185,0.24522272810677753,0.4539038532300951,10201070.0,1.0335190328073427,0.5882352826555858,0.024087059742365673
2000-02-23,12.377232551574707,12.422515109690226,12.075348830804593,12.422515109690226,11021600,-0.009661290914569687,-0.009708263977433814,12.570435333251954,13.024769020080566,13.479858160018921,13.044504533823984,13.529427129213806,-0.48492259538982196,-0.37497389628836086,-0.1099486991014611,30.097103458428933,13.479858160018921,14.875737305399515,12.083979014638327,0.20710590998958023,0.4485126665409955,10266220.0,1.073579175197882,0.8695651923437877,0.023281178734585534
2000-02-24,12.030062675476074,12.196098672251779,11.667802318874536,12.196098672251779,15451600,-0.02804907111925148,-0.0284499604866808,12.389305305480956,12.851186656951905,13.319859981536865,12.888113082401077,13.411526545479399,-0.523413463078322,-0.40466951907079746,-0.11874394400752458,29.38393620980885,13.319859981536865,14.599835604163939,12.039884358909791,0.19219055221320552,0.470076060876094,9852610.0,1.5682748023112658,0.6857142727345589,0.022488774554883486
2000-02-25,11.758370399475098,12.241384331160852,11.607428545823298,12.030065736048334,10905200,-0.022584443932685105,-0.022843378509165412,12.214213371276855,12.657981395721436,13.189295673370362,12.714001795365887,13.282122784548235,-0.5681209891823489,-0.43736660401196475,-0.13075438517038412,21.596164473444176,13.189295673370362,14.548656177467613,11.82993516927311,0.2061308712400537,0.46899791930104506,9520330.0,1.145464495453414,0.23809523433953242,0.02006429643920936
2000-02-28,11.909300804138184,11.99986582926471,11.486664020214395,11.758359095593974,10790800,0.012835996786580539,0.01275431362706723,12.11458911895752,12.507038879394532,13.097220468521119,12.590018036060822,13.17511241744459,-0.585094381383767,-0.4669170693995604,-0.11817731198420661,21.59597841843778,13.097220468521119,14.54314956636218,11.651291370680058,0.2207993827875647,0.4700760610745846,9516110.0,1.1339507424777562,0.8235293957178135,0.019052176200643197
2000-02-29,11.74327564239502,11.788558196286003,11.501768688309774,11.788558196286003,10346200,-0.013940798412403366,-0.014038884003871169,11.963648414611816,12.374210453033447,12.990806436538696,12.459586536457282,13.06393272929817,-0.6043461928408878,-0.49440654806628914,-0.10993964477459861,18.721196528033033,12.990806436538696,14.508281399963943,11.473331473113449,0.2336229041419798,0.4797786968341888,9496690.0,1.0894532726665818,0.8421052337947147,0.01873709476303129
2000-03-01,12.316843032836914,12.407408055137186,11.879112091718936,11.879112091718936,15612200,0.04884219768896747,0.04768688691519238,11.951570510864258,12.261002922058106,12.904769134521484,12.437602688292731,13.006129089284384,-0.5685264009916526,-0.5092320951739434,-0.059294305817709225,31.102080941189584,12.904769134521484,14.366447563505153,11.443090705537815,0.22653306134296355,0.5099662422220845,9871570.0,1.5815316104733088,0.8285714128875791,0.02229474746506849
2000-03-02,11.984783172607422,12.513079660064928,11.924406431183707,12.316855250437854,11358600,-0.026959819114704575,-0.02732990177489265,11.942514610290527,12.165909957885741,12.823260641098022,12.367875590755997,12.927365501620514,-0.5594899108645173,-0.5192845134772316,-0.04020539738728568,29.15103522480483,12.823260641098022,14.299923556723906,11.346597725472138,0.23031005248278896,0.5326075246589433,10081300.0,1.126699929572575,0.10256410082181004,0.02212819775072955
2000-03-03,12.105525016784668,12.165901700160154,11.848924112438858,11.984771650033698,9010600,0.010074595629999905,0.010024185185275604,12.011945533752442,12.113079452514649,12.761374378204346,12.327483300627796,12.864179561405152,-0.5366962607773562,-0.5227670999498101,-0.013929160827546139,33.33294600638072,12.761374378204346,14.24997601853148,11.272772737877212,0.2332980126136846,0.5239821363731927,10058610.0,0.8958096595851713,0.809523783984973,0.02215912308314143
2000-03-06,11.833839416503906,11.95459287993762,11.667803404282552,11.95459287993762,7866000,-0.02244310758137802,-0.0226987868535001,11.996853256225586,12.055721187591553,12.673828220367431,12.251489273043768,12.785185371054464,-0.5336960980106955,-0.5249530185747173,-0.008743079435978185,33.98407593793269,12.673828220367431,14.164483808915875,11.183172631818987,0.23523367409270882,0.5250596114410927,9876820.0,0.7964101806046886,0.5789473482338615,0.021822875863244894
2000-03-07,11.381011962890625,11.833837372554708,10.822527290971589,11.833837372554708,23440200,-0.03826547223395238,-0.039016825063181104,11.924400520324706,11.944024467468262,12.556093788146972,12.117496858563214,12.677808640709308,-0.5603117821460941,-0.5320250793206817,-0.028286702825412458,23.754201601843675,12.556093788146972,14.065456140532717,11.046731435761227,0.2404190949593881,0.5541699505581106,10661690.0,2.1985445084222106,0.5522388005095216,0.02249054288983355
2000-03-08,11.471572875976562,11.607420449507863,11.07912433021947,11.381007826955695,14441600,0.00795719338326184,0.007925701865748641,11.755346488952636,11.853458499908447,12.439113759994507,12.018078214909728,12.585788590481,-0.5677103755712718,-0.539162387269684,-0.02854798830158778,29.183960690838973,12.439113759994507,13.900807371453192,10.977420148535822,0.23501571569505936,0.5498570711148948,10970710.0,1.3163778825618397,0.7428571287957659,0.0225813169806636
2000-03-09,11.290451049804688,11.486675466445678,11.079132447268236,11.471581280550218,12389400,-0.01578875260873558,-0.015914722662637208,11.61648006439209,11.779497337341308,12.315341997146607,11.906091994525195,12.487189425267092,-0.581097430741897,-0.5475496297663238,-0.033547800975573194,30.221706271413908,12.315341997146607,13.722191082742853,10.908492911550361,0.22847097318486237,0.5379973650535094,11192750.0,1.1069129570480891,0.5185185057954805,0.022587876582558526
2000-03-10,10.988564491271973,11.260259767155071,10.641398305421347,11.260259767155071,14059200,-0.026738219509656935,-0.02710218828499967,11.39308795928955,11.702516746520995,12.180249071121215,11.76488742097874,12.373349065777374,-0.6084616447986342,-0.5597323044555099,-0.04872934034312426,29.5646292739316,12.180249071121215,13.549521212835277,10.810976929407154,0.22483483444694735,0.5574043692453529,11494160.0,1.2231602831350876,0.5609756006914574,0.022881019776640935
2000-03-13,10.605552673339844,10.741909779139927,10.454044778006416,10.741909779139927,15646400,-0.034855491655561455,-0.03547743927477113,11.147430610656738,11.572141933441163,12.039590406417847,11.58647852017156,12.239314787332328,-0.652836267160767,-0.5783534292085282,-0.07448283795223887,24.861681499943373,12.039590406417847,13.450521488645482,10.628659324190213,0.23438190745683848,0.5589270599806601,11892050.0,1.3157025071371211,0.5263157711902627,0.023436729372296152
2000-03-14,10.499492645263672,10.741905173870048,10.393437163998383,10.605548126528962,11162000,-0.010000424432645039,-0.010050764573436816,10.971126747131347,11.447763633728027,11.910987043380738,11.419210489236928,12.10763142197533,-0.6884209327384028,-0.6003672441061683,-0.0880536886322345,24.959067463078057,11.910987043380738,13.392956893945875,10.4290171928156,0.24884081313625625,0.5536297511629974,12093450.0,0.922978967953727,0.3043478173530732,0.023189568897024393
2000-03-15,11.52975082397461,11.590353982050692,10.544949505238277,10.544949505238277,22138200,0.0981245678738285,0.09360378644641273,10.982762336730957,11.369054412841797,11.815028667449951,11.436220087785726,12.06396336223237,-0.6277432744466438,-0.605842512690779,-0.02190076175586475,44.35623428940394,11.815028667449951,13.115074229898264,10.514983105001638,0.22006642540443414,0.5808748300263437,12807820.0,1.72849087510599,0.9420289764961025,0.03264363564978205
2000-03-16,12.060028076171875,12.09032965425271,11.772163084403953,11.772163084403953,17610200,0.04599208259510901,0.04496579639334738,11.136677742004395,11.376578903198242,11.771244430541993,11.53220674981984,12.063666431816658,-0.531459681996818,-0.5909658106624595,0.05950612866564142,53.21527134706341,11.771244430541993,12.967186100591919,10.575302760492066,0.20319715168719174,0.5756336189506684,13344870.0,1.3196231960296354,0.9047618763251671,0.03384154148398019
2000-03-17,11.908516883850098,12.10547708676365,11.817612174813075,12.060024732245138,14530800,-0.012563087860560818,-0.012642670688759962,11.32066822052002,11.356878089904786,11.734978771209716,11.59010888666462,12.051976006666797,-0.4618671200021769,-0.5651458838510763,0.10327876384889945,49.99164548223862,11.734978771209716,12.862836456382482,10.607121086036951,0.1922215126523827,0.559538126300687,13488360.0,1.077284414117061,0.3157894627141511,0.03358506248874837
2000-03-20,11.772163391113281,11.878218917159346,11.650957075632064,11.878218917159346,6755200,-0.011450081825196357,-0.01151613873419756,11.553990364074707,11.350710487365722,11.703215837478638,11.6181206573219,12.03091914866238,-0.41279849134047986,-0.5346762272231449,0.12187773588266504,50.30982650493077,11.703215837478638,12.786225686579693,10.620205988377583,0.18507901830414852,0.5488258186142315,13253950.0,0.5096744744019708,0.5333333098655436,0.033458934602342456
