Day,Actual,Predicted
0,6.797076429639544,8.702902193637206
1,6.847844294139317,9.168774204039302
2,6.929101535252163,8.927952003349873
3,6.980118547167097,9.72606602367945
4,7.037628412246704,9.504776919507627
5,7.0936797346387594,9.916334345597969
6,7.145852974482945,9.511727977069455
7,7.168853282928467,9.985842905832778
8,7.181910003934588,9.845578262999933
9,7.20485714503697,10.133036437009363
10,7.210353851318359,9.89818380213557
11,7.232678243092129,10.438578646826933
12,7.2779496397290915,10.342227194256383
13,7.3724236488342285,10.583033271878113
14,7.418584414890835,10.423271809429984
15,7.466951063701084,10.834154082060422
16,7.523215362003873,10.688115365607793
17,7.598904814038958,11.024057619572245
18,7.703233582632882,11.029009416739369
19,7.798863581248691,11.30904493345677
20,7.917191743850708,11.394410530773763
21,8.038561957223076,11.551433087096488
22,8.162653378077916,11.852769191628022
23,8.260436023984637,12.245521074630684
24,8.337317330496651,12.135215106966458
25,8.398882865905762,12.463736719022343
26,8.47451911653791,12.58034882154043
27,8.527225971221924,13.064296806216815
28,8.599998167582921,12.728255798462705
29,8.670404604503087,12.939018554810398
30,8.723058564322335,13.0988404787624
31,8.753890991210938,13.429556843408841
32,8.758072308131627,13.223536284348182
33,8.775478635515485,13.372178876234235
34,8.804012979779925,13.483696089359366
35,8.805792740413121,13.920469993331292
36,8.799412386757988,13.524957034985139
37,8.832156113215856,13.566693611108038
38,8.871104444776263,13.504194554555465
39,8.924698148454938,13.812723562664315
40,8.949367591312953,13.419385203074095
41,8.982043130057198,13.386008437553242
42,9.03226661682129,13.242170519841558
43,9.080993175506592,13.483855304652897
44,9.114379405975342,13.207556308874791
45,9.154955318995883,12.877573543808662
46,9.179870537349156,12.942497106666504
47,9.190833227975029,13.192531625162578
48,9.20015845979963,12.846875222909343
49,9.25239099775042,12.76344640909972
50,9.300779683249337,12.684882730968335
51,9.348153727395195,13.166075686451617
52,9.405333995819092,12.695610617138705
53,9.475096293858119,12.66029505272702
54,9.56699698311942,12.687184298882398
55,9.653701509748187,13.13434750460301
56,9.691109657287598,12.886799969299542
57,9.75709901537214,12.797657543374006
58,9.827697617667061,12.824629420251343
59,9.873594760894775,13.231920279551778
60,9.94809089388166,13.020629492736935
61,10.041397775922503,12.753720168510164
62,10.100535460880824,12.93231942018137
63,10.165225778307233,13.289908907915493
64,10.20206424168178,13.164715302614495
65,10.227353300367081,12.8962097946855
66,10.266487802777974,12.961312726671498
67,10.266452176230294,13.29555198161022
68,10.263355800083705,13.097377310368694
69,10.272948060716901,12.860926476409215
70,10.312990188598633,12.799370619317049
71,10.358068806784493,13.087376977628251
72,10.429290226527625,12.98745225017886
73,10.511296272277832,12.82069337634927
74,10.592021192823138,12.724176662334802
75,10.641050611223493,13.312195018242742
76,10.700597831181117,13.18823885838766
77,10.72987311226981,13.213237674855304
78,10.823162419455391,13.024450659781651
79,10.912038053785052,13.488758732616922
80,10.993367944444929,13.524628527480766
81,11.144389016287667,13.442253759221979
82,11.272185393742152,13.503519401095561
83,11.380708353860038,13.916634718602339
84,11.489355904715401,14.21891855720707
85,11.608467783246722,14.100852859366725
86,11.714712960379464,14.412085000544524
87,11.818875857761928,14.74355108783898
88,11.921205588749475,15.006296629832429
89,12.022912434169225,15.03804496551566
90,12.164056505475726,15.450890221638476
91,12.343765258789062,15.723241081213736
92,12.513535499572754,16.10519252424138
93,12.720529556274414,16.353703412839877
94,12.824133123670306,16.812731181003652
95,12.84472554070609,17.055935564945646
96,12.820224489484515,17.276525331056014
97,12.861534186771937,17.052420736187212
98,12.873951503208705,17.203576511250883
99,12.837265014648438,17.3014415168017
100,12.84835924421038,17.383872715797434
101,12.865791729518344,17.11165084076377
102,12.847656726837158,17.060357316262156
103,12.836194106510707,16.920272042557464
104,12.768221855163574,16.981771468912687
105,12.707464218139648,16.60259722429623
106,12.623208386557442,16.47411249780113
107,12.46493216923305,16.428069047219076
108,12.417401245662145,16.4102550727949
109,12.435291971479144,15.899385595827736
110,12.515186309814453,15.81598096661966
111,12.551555292946952,15.6832861040716
112,12.638339042663574,15.798277838285914
113,12.741589682442802,15.402807202992472
114,12.75511918749128,15.476652868438372
115,12.801510674612862,15.495135950172067
116,12.888525894709996,15.661378885835283
117,12.995372567858015,15.480723943032425
118,13.112828731536865,15.507198020194547
119,13.201517309461321,15.6304588727551
120,13.31461204801287,15.822476547518985
121,13.465891906193324,15.812022753499502
122,13.590308938707624,15.807979894273922
123,13.668369974408831,16.016957020873924
124,13.723662444523402,16.222370949512403
125,13.743030684334892,16.24707148922761
126,13.751219545091901,16.184437401983057
127,13.744828360421318,16.19890785524311
128,13.766101428440638,16.254355085060734
129,13.762380872453962,16.069749990671564
130,13.719994749341692,15.980119841948127
131,13.679602350507464,15.908924405755288
132,13.593317099979945,15.720423575133296
133,13.540712833404541,15.528728361723395
134,13.420230184282577,15.343619421468627
135,13.301492009844099,15.241919141188859
136,13.22489104952131,14.909425208328578
137,13.212376253945488,14.6776057255657
138,13.237192085811072,14.693372070392076
139,13.312974452972412,14.700669773909437
140,13.311924185071673,14.478012224366644
141,13.258180754525322,14.463838032475564
142,13.26223966053554,14.464065770806815
143,13.25273336683001,14.52103864590548
144,13.263823917933873,14.311505273469852
145,13.27226196016584,14.46455550898818
146,13.328889438084193,14.630800460034859
147,13.357710633959089,14.579319504871243
148,13.422242164611816,14.378923881054149
149,13.458344323294503,14.338888288573518
150,13.46692453111921,14.33078644705466
151,13.407359668186732,14.221472048053935
152,13.341475078037806,13.990970122229603
153,13.248852321079799,14.200443537007224
154,13.232528005327497,13.97552623875721
155,13.276676518576485,13.980738020390984
156,13.285684176853724,13.816314975994317
157,13.281640189034599,14.166022802852847
158,13.300528185708183,13.854998246171675
159,13.307329859052386,13.998505640995527
160,13.302466188158308,13.902516957448208
161,13.267276900155204,14.240825775443387
162,13.23422486441476,14.010757157063473
