# Stock Price Prediction Results
# Ticker: ASRI.JK
# Model: patchtst
# Period: 2020-01-01 to 2025-05-23
# Lookback: 60 days
# Forecast Days: 20 days
# Generated: 2025-05-23 13:44:02.405403

## Historical Data
Date,Actual,Predicted,Error,Error_Percent
2020-04-13,110.35714285714286,108.22304730942207,-2.13409554772079,-1.9338082633068645
2020-04-14,112.57142857142857,107.4786840248853,-5.092744546543273,-4.524011653020674
2020-04-15,114.42857142857143,106.72416297213307,-7.704408456438358,-6.732941222854995
2020-04-16,114.92857142857143,107.18451468832791,-7.744056740243522,-6.738147567645078
2020-04-17,115.07142857142857,107.45451204239258,-7.61691652903599,-6.619294314494343
2020-04-20,115.57142857142857,107.27362811538791,-8.297800456040662,-7.179802619565468
2020-04-21,115.85714285714286,107.20606188875225,-8.651080968390616,-7.467024263715698
2020-04-22,116.28571428571429,107.4795005212405,-8.806213764473796,-7.57291109967034
2020-04-23,116.92857142857143,106.42576815161323,-10.502803276958204,-8.982238599719905
2020-04-24,117.07142857142857,105.5203705661531,-11.551058005275465,-9.866675538368304
2020-04-27,115.64285714285714,105.5850998139275,-10.05775732892964,-8.697257727301727
2020-04-28,114.78571428571429,106.87590213093375,-7.909812154780539,-6.890937782633948
2020-04-29,114.57142857142857,107.24332087779685,-7.328107693631722,-6.396103971997763
2020-04-30,114.5,107.54495861886868,-6.955041381131323,-6.074271948586309
2020-05-04,114.35714285714286,106.09757813358947,-8.259564723553396,-7.222605004981109
2020-05-05,113.64285714285714,106.94189994649163,-6.700957196365508,-5.896505389636525
2020-05-06,113.57142857142857,107.86702722071537,-5.704401350713198,-5.022743327671998
2020-05-08,113.85714285714286,108.52339111135474,-5.3337517457881205,-4.6846000276683615
2020-05-11,114.0,107.72896091613387,-6.271039083866128,-5.500911477075551
2020-05-12,114.0,108.42691537817674,-5.573084621823256,-4.888670720897593
2020-05-13,114.5,109.19745728879103,-5.302542711208972,-4.631041669178141
2020-05-14,114.64285714285714,110.05309703280884,-4.589760110048303,-4.003529067954906
2020-05-15,114.42857142857143,108.39186139058855,-6.0367100379828855,-5.275526874641723
2020-05-18,114.0,108.21663527589824,-5.783364724101759,-5.073126950966455
2020-05-19,113.57142857142857,108.66864673553833,-4.902781835890238,-4.316914824054298
2020-05-20,113.14285714285714,108.90756187242057,-4.235295270436566,-3.7433165269010056
2020-05-26,112.92857142857143,106.61621477321854,-6.312356655352886,-5.589689637883644
2020-05-27,112.57142857142857,106.84043297570732,-5.730995595721254,-5.090985935285378
2020-05-28,112.5,107.17196970619261,-5.328030293807387,-4.736026927828789
2020-05-29,111.85714285714286,107.99942187406123,-3.8577209830816344,-3.4487927051815372
2020-06-02,111.35714285714285,107.32161226842021,-4.0355305887226365,-3.6239530623551586
2020-06-03,111.64285714285714,107.38410883689566,-4.2587483059614755,-3.81461780444406
2020-06-04,111.71428571428571,109.6331457407879,-2.0811399734978124,-1.8629130197550752
2020-06-05,113.07142857142856,109.96527985137489,-3.1061487200536675,-2.747067724621058
2020-06-08,115.71428571428571,109.23854965902865,-6.475736055257059,-5.596315109481409
2020-06-09,117.85714285714286,111.57118056687926,-6.285962290263598,-5.333543761435779
2020-06-10,119.5,112.83712818127658,-6.662871818723417,-5.575624952906625
2020-06-11,121.07142857142857,115.0821333461042,-5.989295225324369,-4.946910510592399
2020-06-12,122.57142857142857,114.89383406378329,-7.677594507645281,-6.2637717428341455
2020-06-15,123.85714285714285,115.14449844482755,-8.7126444123153,-7.034430321361834
2020-06-16,125.78571428571429,114.76554495708218,-11.020169328632107,-8.761065905783617
2020-06-17,127.57142857142857,117.2984452375344,-10.272983333894175,-8.05273049689353
2020-06-18,129.92857142857142,117.8257773326976,-12.102794095873818,-9.314959721947965
2020-06-19,132.21428571428572,120.3531472342355,-11.86113848005023,-8.97114741873059
2020-06-22,134.0,121.77558537040439,-12.224414629595614,-9.122697484772846
2020-06-23,134.78571428571428,125.43447621805328,-9.351238067661,-6.937855482101432
2020-06-24,135.78571428571428,126.00927581318787,-9.776438472526408,-7.199902083922657
2020-06-25,135.57142857142858,127.86435091921261,-7.707077652215972,-5.6848834104859645
2020-06-26,133.92857142857142,129.62353613972664,-4.305035288844778,-3.2144263490041007
2020-06-29,133.07142857142858,131.08022791253669,-1.9912006588918985,-1.4963397329300363
