Day,Actual,Predicted
0,1733.3654523577009,1796.3175767887092
1,1724.5963047572545,1830.8742591541384
2,1721.4075404575892,1837.7284419588882
3,1714.7642560686386,1753.184483071101
4,1694.9672677176338,1701.867405305859
5,1667.0654820033485,1709.096313612493
6,1641.1566859654017,1720.82506497006
7,1620.6953822544642,1636.6618815673453
8,1615.115025111607,1608.7719819101483
9,1610.3318568638392,1607.4006523876053
10,1601.0312674386162,1600.6755358908595
11,1594.6537214006696,1505.9746262158974
12,1594.3879917689735,1461.8104958572662
13,1590.4020211356026,1467.4712634598814
14,1580.8356933593752,1459.2306635201944
15,1571.8008335658483,1347.0698758213116
16,1557.4513462611608,1322.9949013652806
17,1537.7872314453125,1328.1281253721593
18,1522.906284877232,1314.0799150280427
19,1515.2000819614955,1195.6664323591071
20,1513.0742361886162,1146.7910829937264
21,1515.7315499441963,1147.5317204417404
22,1506.430951799665,1130.4550827108571
23,1506.430951799665,1004.5558288688374
24,1513.0742361886162,940.178629988984
25,1525.2978777204241,971.1009903550723
26,1542.8361467633931,974.5887683172002
27,1556.1227068219869,871.8119153437519
28,1578.4441528320312,829.4520244157607
29,1611.3948538643974,880.0372409431685
30,1646.6042654854912,856.2918411885659
31,1677.163373674665,754.5415807326879
32,1702.9393136160713,733.074895942056
33,1730.3096400669642,801.6485424196521
34,1747.5821794782366,819.3615487524996
35,1772.162318638393,740.6869698505773
36,1793.1550903320312,744.5257962198922
37,1807.2388741629463,817.6308054139175
38,1818.1338675362724,856.7903299267713
39,1823.1827566964287,788.3351436138131
40,1821.3226318359375,792.0974862450515
41,1832.483363560268,919.4311462861824
42,1837.1336495535713,961.2644646033932
43,1830.4903477260045,938.5570104212317
44,1821.5883265904017,979.9365799993657
45,1822.6512625558037,1094.1905871900387
46,1830.6231951032369,1135.1533801485764
47,1833.5462297712054,1144.085470759271
48,1840.9866943359373,1166.6669209705976
49,1842.3153599330356,1249.543773379999
50,1846.3013392857142,1298.3527970037667
51,1858.3921160016741,1292.9084843552
52,1868.2241821289062,1300.7416440690986
53,1877.9233921595983,1350.0410897868214
54,1890.1470511300226,1381.2091093467902
55,1894.1329956054688,1362.1042334250217
56,1900.7762974330356,1373.787423180805
57,1908.0839320591515,1409.02080736945
58,1914.3286307198662,1422.8582392869537
59,1918.3145577566963,1415.766688006025
60,1926.552219935826,1424.1597325838115
61,1937.8457903180804,1463.3560798338447
62,1956.4469953264509,1493.2054271323484
63,1970.3978881835938,1481.735704684595
64,1992.3207310267858,1486.8152257542893
65,2007.6002807617188,1545.2983965686242
66,2019.5581839425224,1584.2944221531095
67,2036.1663905552455,1568.7556752103071
68,2042.8096575055806,1591.8111154624864
69,2050.11727469308,1639.0029262963794
70,2061.4108450753347,1686.5338349533847
71,2074.6973876953125,1680.0342110398938
72,2091.305594308036,1669.2330490799552
73,2109.906816755022,1735.4856680568419
74,2127.8436889648438,1773.1274683922406
75,2147.1092267717636,1750.2343693555977
76,2156.4098161969864,1744.585552337057
77,2167.703377859933,1824.9676829753419
78,2175.010977608817,1867.4845000104608
79,2181.6542532784597,1868.0650743230276
80,2189.6261771065847,1878.1179803376046
81,2201.5840802873886,1938.7769790561445
82,2224.171229771205,1977.9618985601564
83,2243.436750139509,1992.3520449911034
84,2257.3876429966517,1997.8777709936771
85,2262.037928989955,2040.5503937686667
86,2270.6741943359375,2096.533651776928
87,2277.9817940848216,2099.919551009821
88,2277.9817940848216,2091.7577502338754
89,2272.00284249442,2137.700538304112
90,2266.688232421875,2174.9977136712637
91,2265.3595842633927,2159.425803857655
92,2255.3946533203125,2137.1936841570546
93,2236.1291155133927,2166.9141892210055
94,2222.178205217634,2209.1753384480817
95,2208.8916364397323,2191.049290053161
96,2190.9547816685267,2164.4290652627237
97,2173.6822684151784,2164.764279146012
98,2156.4097202845983,2208.1964362300832
99,2146.444806780134,2176.5483019549238
100,2129.1722412109375,2134.0524731330856
101,2108.578055245536,2120.1167850071447
102,2087.983877999442,2146.864993083904
103,2065.396719796317,2117.4580788151816
104,2052.1101510184153,2099.326353892826
105,2030.1873343331474,2070.3723294149495
106,2011.5861554827009,2085.2044980743503
107,2000.558314732143,2058.605933717548
108,1993.250723702567,2035.0664201192028
109,1978.635498046875,2006.1498905988603
110,1969.9992501395086,2020.289896366899
111,1966.0132620675224,1986.8054054663992
112,1965.3489728655131,1975.5639391744678
113,1962.02734375,1949.598830464762
114,1964.0203857421875,1971.3170750501608
115,1972.6566510881696,1938.1637647108244
116,1985.2788870675222,1925.620506357433
117,2003.8800659179688,1913.974587485732
118,2010.5233415876114,1939.8710550281603
119,2021.816903250558,1914.474271282345
120,2038.4251098632812,1902.333523538811
121,2056.760585239955,1900.872116488807
122,2065.3968593052455,1938.0916877506254
123,2072.0401524135045,1934.7657655115556
124,2077.3547973632812,1912.6190177959372
125,2084.6624058314733,1921.5558886402616
126,2090.6413225446427,1934.9074546239883
127,2104.592206682478,1939.4850511625557
