Date,"('Close', 'BMRI.JK')","('High', 'BMRI.JK')","('Low', 'BMRI.JK')","('Open', 'BMRI.JK')","('Volume', 'BMRI.JK')",SMA_14,SMA_50,SMA_200,EMA_9,EMA_21,EMA_55,RSI,MACD,Signal_Line,MACD_Histogram,ADX,Volume_Ratio,Momentum,ROC
2020-06-16,1907.1859130859375,1916.6744002157182,1829.380318621735,1829.380318621735,146116600,1856.9832097833807,1856.9832097833807,1856.9832097833807,1851.4776231740382,1822.58870585546,1788.0663791249033,59.31034829499092,29.533277870760685,26.068194639426228,3.4650832313344573,19.345007809362244,0.6278919065720481,0.0876624192581057,8.766241925810569
2020-06-17,1859.7435302734375,1973.6053790656888,1855.9481353136957,1935.6514294682718,213944600,1857.2132364908855,1857.2132364908855,1857.2132364908855,1853.1308045939181,1825.966417166185,1790.626277380208,56.08696466882036,28.635727023374784,26.58170111621594,2.054025907158845,19.345007809362244,0.925581966148096,0.008230419177147397,0.8230419177147397
2020-06-18,1829.38037109375,1886.3112955053812,1814.1987912506484,1836.9711610153008,152175200,1855.072246844952,1855.072246844952,1855.072246844952,1848.3807178938846,1826.2767766141455,1792.0103521556916,54.20168924612044,25.18405224230378,26.302171341433507,-1.1181190991297285,19.345007809362244,0.6761198055618327,0.019027423190546733,1.9027423190546733
2020-06-19,1852.1527099609375,1878.720474243164,1829.3803405761719,1852.1527099609375,126356800,1854.8637084960938,1854.8637084960938,1854.8637084960938,1849.1351163072952,1828.6291341911267,1794.158293505879,55.32787533513831,24.00934772525966,25.843606618198738,-1.8342588929390793,19.345007809362244,0.5795643420383763,0.006185592032233789,0.6185592032233789
2020-06-22,1825.5850830078125,1863.5390348374967,1821.7896878248441,1852.1528492885914,66825000,1860.0146222795759,1852.9118001302083,1852.9118001302083,1844.4251096473988,1828.3524022653708,1795.2806788452338,53.78487510734794,20.696029526468465,24.814091199852683,-4.118061673384219,19.345007809362244,0.3213657719091225,-0.08380948996935966,-8.380948996935967
2020-06-23,1817.9942626953125,1840.7666334180094,1780.0403114908174,1840.7666334180094,95010400,1858.1169259207588,1850.7294540405273,1850.7294540405273,1839.1389402569816,1827.4107532135472,1796.091878268451,48.471616517830874,17.258737242926145,23.30302040846738,-6.044283165541234,19.345007809362244,0.4729650711837188,-0.09194312651725067,-9.194312651725067
2020-06-24,1954.628662109375,1973.6056394114078,1855.9483801388044,1855.9483801388044,278417000,1869.5031215122767,1856.8411721622242,1856.8411721622242,1862.2368846274603,1838.9760176586224,1801.7539062627698,58.33333971482884,25.26863142141019,23.696142611055944,1.5724888103542476,19.345007809362244,1.3552008958073112,0.04888010428852563,4.888010428852563
2020-06-25,1907.1859130859375,1973.605322994403,1874.9250568446828,1926.162887345499,146123000,1874.2473667689733,1859.6381022135417,1859.6381022135417,1871.226690319156,1845.1769172429235,1805.5193350778827,53.465345273493945,27.471621167111834,24.451238322267123,3.020382844844711,19.345007809362244,0.7228524084609395,0.07142858612370295,7.142858612370295
2020-06-26,1897.697509765625,1954.6284350585938,1890.1067197265627,1945.1399475097658,85829000,1867.4698747907366,1861.6412289268092,1861.6412289268092,1876.52085420845,1849.9515165631692,1808.811412745302,44.1860489468802,28.127633709649444,25.18651739974359,2.941116309905855,19.345007809362244,0.43784559105131426,0.02249491200529974,2.249491200529974
2020-06-29,1874.9251708984375,1897.6975413951795,1848.357405318905,1890.106751229599,99123000,1858.3880353655134,1862.3054260253907,1862.3054260253907,1876.2017175464475,1852.2218487754662,1811.1726183936282,42.33409846769993,26.5044639833759,25.450106716470053,1.0543572669058463,19.345007809362244,0.5184783664492301,0.04661022059757958,4.661022059757958
