# Stock Price Prediction Results
# Ticker: BMRI.JK
# Model: patchtst
# Period: 2020-01-01 to 2025-05-23
# Lookback: 60 days
# Forecast Days: 20 days
# Generated: 2025-05-23 08:54:27.887547

## Historical Data
Date,Actual,Predicted,Error,Error_Percent
2020-04-13,1770.8229021344866,2019.0519601317133,248.22905799722662,14.017723494428505
2020-04-14,1782.2090715680804,2005.1910924279991,222.98202085991875,12.511552343504096
2020-04-15,1796.8484584263392,2017.6371916575376,220.78873323119842,12.287554478832503
2020-04-16,1789.7998744419642,2020.9373020964374,231.13742765447319,12.91414928311685
2020-04-17,1774.6182948521202,1948.8767310903545,174.25843623823425,9.819488322853974
2020-04-20,1768.3829956054688,1926.5741155804808,158.19111997501204,8.945523699793872
2020-04-21,1759.4367065429688,1923.7721249549916,164.33541841202282,9.340229051769498
2020-04-22,1756.1834978376116,1939.0921476697195,182.9086498321078,10.415121771575874
2020-04-23,1749.406005859375,1904.9873234646989,155.58131760532387,8.893379643389093
2020-04-24,1729.2090715680804,1903.4174497617948,174.20837819371445,10.074454330484105
2020-04-27,1700.7436000279017,1908.8670877846776,208.12348775677583,12.237205405527408
2020-04-28,1674.3113839285713,1901.9978425836034,227.68645865503208,13.598812075254068
2020-04-29,1653.4367152622767,1832.3716921479481,178.9349768856714,10.822003360273017
2020-04-30,1647.743617466518,1831.2525037190867,183.5088862525688,11.136980553729725
2020-05-04,1642.8638305664062,1838.9887151396922,196.12488457328595,11.937987855370121
2020-05-05,1633.3753487723213,1850.194391639752,216.81904286743065,13.27429381313954
2020-05-06,1626.8689575195312,1808.7036858048793,181.8347282853481,11.176974484938814
2020-05-08,1626.5978480747767,1809.900788798405,183.30294072362835,11.269100161455622
2020-05-11,1622.5313459123884,1810.901067028578,188.36972111618957,11.609619844371313
2020-05-12,1612.7717546735491,1818.197527884216,205.42577321066688,12.73743619426472
2020-05-13,1603.5543648856026,1760.0824066520454,156.5280417664428,9.761318056566763
2020-05-14,1588.9149780273438,1763.9284524440397,175.013474416696,11.014653196483632
2020-05-15,1568.8536115373884,1751.53733156013,182.68372002274168,11.644408291460788
2020-05-18,1553.6720406668524,1716.7039204504247,163.03187978357232,10.493326488233471
2020-05-19,1545.8101457868304,1644.8892470484225,99.07910126159209,6.409525874289044
2020-05-20,1543.6413399832588,1664.5589217731085,120.91758178984969,7.833269209488848
2020-05-26,1546.352338518415,1669.2711336839702,122.91879516555514,7.948951354988449
2020-05-27,1536.8638654436384,1681.3499867087157,144.48612126507737,9.401361077831663
2020-05-28,1536.8638654436384,1631.7558613484762,94.89199590483781,6.174391762242769
2020-05-29,1543.641357421875,1647.8244734844898,104.18311606261477,6.749178853086512
2020-06-02,1556.1119384765625,1648.782003479184,92.67006500262141,5.955231285825469
2020-06-03,1574.0045253208702,1678.9080032820116,104.90347796114133,6.6647507217144835
2020-06-04,1587.5595179966517,1612.5625846566727,25.003066660020977,1.5749372780412325
2020-06-05,1610.3318830217636,1648.2140082077808,37.88212518601722,2.3524421012476
2020-06-08,1643.9482421875,1676.292817111559,32.34457492405909,1.967493507035244
2020-06-09,1679.8689400809153,1697.2268794856134,17.357939404698072,1.0332912878228453
2020-06-10,1711.0453927176338,1639.491539368639,-71.55385334899483,-4.181879315039485
2020-06-11,1737.342049734933,1685.5893010271002,-51.75274870783278,-2.978846262066167
2020-06-12,1765.2653111049108,1724.3963930347295,-40.86891807018128,-2.3151714256822222
2020-06-15,1782.8867885044642,1732.688864916999,-50.19792358746531,-2.8155418454568695
2020-06-16,1807.9635096958707,1660.2244335757355,-147.73907612013522,-8.171574001788752
2020-06-17,1829.38037109375,1709.9318684300154,-119.44850266373464,-6.52945142252285
2020-06-18,1843.7486485072545,1762.6850198120628,-81.06362869519171,-4.396674609677565
2020-06-19,1854.863734654018,1790.517092911065,-64.3466417429529,-3.469076490136634
2020-06-22,1860.0146222795759,1736.7956673254062,-123.2189549541697,-6.624622918456222
2020-06-23,1858.1169172014506,1826.8833444929387,-31.23357270851193,-1.6809261257657284
2020-06-24,1869.5031040736608,1875.0976200579832,5.59451598432247,0.2992514948026553
2020-06-25,1874.247358049665,1938.1043281498867,63.85697010022159,3.4070727017948643
2020-06-26,1867.4698660714287,1917.067205190298,49.597339118869286,2.655857533230592
2020-06-29,1858.3880440848213,1982.56607445055,124.17803036572877,6.682029125240163
2020-06-30,1859.472446986607,2020.379898633825,160.90745164721784,8.653392627999331
2020-07-01,1867.6054425920756,2043.2713120323667,175.6658694402911,9.40594118190628
2020-07-02,1870.5875418526787,2006.5332803419371,135.94573848925847,7.26754217311927
2020-07-03,1878.1783360072545,2040.937685095592,162.75934908833756,8.66580909640036
2020-07-06,1879.5338309151787,2065.4411870320737,185.90735611689502,9.891141785214549
2020-07-07,1883.6003243582588,2059.074633648205,175.47430928994595,9.3158992924749
2020-07-08,1895.935346330915,2032.5920255691801,136.65667923826504,7.207876550364871
2020-07-09,1905.9660382952009,2038.4518104324607,132.4857721372598,6.951108754055357
2020-07-10,1915.8611711774554,2058.9462746416743,143.08510346421895,7.4684484250119905
2020-07-13,1928.331760951451,2063.4034830408978,135.07172208944667,7.004589398185374
2020-07-14,1932.3982543945312,2036.5057751173647,104.10752072283344,5.387477477071771
2020-07-15,1939.1757289341517,2054.0740806980366,114.89835176388488,5.925112925533448
2020-07-16,1946.6309552873884,2073.977613416811,127.34665812942262,6.5419003937817255
2020-07-17,1953.0017874581476,2075.3426613497213,122.34087389157366,6.264247922210127
2020-07-20,1957.0682634626119,2045.3842254859621,88.31596202335027,4.512666403730555
2020-07-21,1965.4723597935267,2052.0782105415806,86.60585074805385,4.406363198979395
2020-07-22,1976.9940708705358,2068.3218923228915,91.32782145235569,4.619529355095184
2020-07-23,1995.9710344587054,2092.744584092305,96.77354963359971,4.848444589770517
2020-07-24,2010.2037440708705,2082.2785054060687,72.07476133519822,3.5854455822094615
2020-07-27,2032.5694580078125,2099.2573272975033,66.68786928969075,3.28096385719845
2020-07-28,2048.157706124442,2130.026379434027,81.86867330958512,3.9971860108613604
2020-07-29,2060.357177734375,2140.0066827170986,79.64950498272356,3.865810542146305
2020-07-30,2077.3009120396205,2108.193232513785,30.892320474164535,1.4871374818698064
2020-08-03,2084.078386579241,2109.6378714127513,25.559484833510396,1.2264166740610536
2020-08-04,2091.5336303710938,2138.054818097164,46.521187726070366,2.224261998494199
2020-08-05,2103.0553676060267,2138.996803278957,35.94143567293031,1.7090104343683337
2020-08-06,2116.610360281808,2122.426489926561,5.816129644752891,0.2747850881717561
2020-08-07,2133.5540945870534,2138.873511576632,5.319416989578713,0.24932187110110648
2020-08-10,2152.531084333147,2151.1490369646044,-1.3820473685427714,-0.06420568690514074
2020-08-11,2170.830304827009,2184.3029605804327,13.472655753423624,0.6206222441001552
2020-08-12,2190.4850551060267,2179.6274771000535,-10.85757800597321,-0.49567003347793515
2020-08-13,2199.973563058036,2166.3073631451334,-33.66619991290236,-1.5303002035217745
2020-08-14,2211.4953264508927,2186.7210933873425,-24.774233063550128,-1.1202480406462778
2020-08-18,2218.9505789620534,2214.324718696746,-4.625860265307438,-0.2084706306289729
2020-08-19,2225.7280622209823,2201.907003990765,-23.821058230217204,-1.0702591495587712
2020-08-24,2233.861066545759,2191.0872046109607,-42.77386193479833,-1.9147950862020247
2020-08-25,2246.060546875,2208.209358821353,-37.85118805364709,-1.685225632332592
2020-08-26,2269.1040387834823,2218.6990595271945,-50.40497925628779,-2.2213604310232964
2020-08-27,2288.758771623884,2213.186899352422,-75.57187227146187,-3.3018714426528795
2020-08-28,2302.991524832589,2196.8112009615447,-106.1803238710445,-4.610539063045968
2020-08-31,2307.735770089286,2205.9609997553457,-101.77477033394007,-4.410156988206775
2020-09-01,2316.5465262276784,2218.3988312780225,-98.14769494965594,-4.2368108664530935
2020-09-02,2324.001778738839,2212.1723717104232,-111.82940702841597,-4.811932936174523
2020-09-03,2324.001778738839,2189.0874101512477,-134.91436858759153,-5.805260986538711
2020-09-04,2317.902029854911,2195.003125860948,-122.8989039939629,-5.302161282530814
2020-09-07,2312.4800327845983,2210.7595463378602,-101.72048644673805,-4.398761719220131
2020-09-08,2311.124529157366,2212.668129321873,-98.4563998354929,-4.260107951491044
2020-09-09,2300.9582868303573,2185.099708441687,-115.85857838867014,-5.035231583805415
2020-09-10,2281.3035627092636,2187.7155042126456,-93.58805849661803,-4.1023939131306735
